571, STRIVING , National movements were striving for independence,
572, STRIPED,She was wearing a blue,
573, STROKE , He had a stroke because he was overweight,
574, STUBBORN ,Stubborn children need more limits,
575, STUDENT , I am a student at Senac School,
576, STUNNED,We were all stunned at her refusal to help,
577, STYLISH,Phil likes women who are good dancers and stylish dressers,
578, SUBSTANCES,Some workers have developed illnesses after exposure to radioactive substances,
579, SUBTITLE , This movie subtitle is wrong,
580, SUBURB, Oak Park is a suburb of Chicago,
581, SUCCESSFUL , Rick is a happy and successful man,
582, SUDDENLY,I was driving when suddenly an accident happened,
583, SUGGEST , Suggest your friend a book to read,
584, SUNDAY,Today is Sunday,
585, SUNGLASSES,I'll put on my sunglasses to protect my eyes from the Sun,
586, SUPERMARKET,I will go to the supermarket to buy what we need for tonight's dinner, 
587, SUPPLEMENTS , If you cannot find any vitamins in your food, have supplements, 
588, SURE , I am sure we will win the game, 
589, SURVIVE,In the end of it, I will survive, 
590, SURVIVORS,One of the survivors was Paul, 
591, SUSPICIOUS,People are often suspicious of strangers, 
592, SWALLOW,I had a sore throat and it hurt to swallow, 
593, SWEATER , This yellow sweater costs only 15 dollars, 
594, SWEET,This tea is too sweet, 
595, SWIMMING,I go swimming in the summer, 
596, SWITZERLAND,People from Switzerland are usually very punctual, 
597, SWOLLEN,My finger is swollen because I smashed it in the door, 
598, SYLLABLE,The word 'son' has one syllable, 
599, SYMPATHETIC , My best friend was a sympathetic listener, 
600, SYMPTOMS,The symptoms of the flu may last several days, 
601, TABLE,There is a big table in the dining room, 
602, TAKE, I take my dog for a walk three times a week, 
603, TALLER,George is taller than Greg, 
604, TAUGHT,My father taught Math at that High School, 
605, TEACHER , My English teacher was born in Australia, 
606, TECHNOLOGY,This is a store where you buy office technology,
607, TEENAGER , My daughter is a teenager,
608, TENDENCY , There is a tendency for a new manager to make changes, 
609, TERRIBLE,There was a terrible weather during our vacations, 
610, TERRIFIC,You look terrific today, 
611, THAILAND , Thailand is a country in Asia, 
612, THEATER,We watched an amazing play at this theater, 
613, THEMSELVES, Most teachers I know have learned by themselves how to speak English, 
614, THEREFORE - There is still much to discuss, We can, therefore, return to this item at our next meeting, ,
615, THICK,There is always a thick rain in London winter, 
616, THIRTEEN , My brother is thirteen years old, 
617, THOSE , Who are those guys in the car? ,
618, THOUGHT,I have thought about it lately, 
619, THOUGHTS,Our thoughts are with you, 
620, THOUSAND , My salary is a thousand dollars, 
621, THREATENED,The teacher threatened to call my parents and tell them what I had done, 
622, THRILLER,I love thriller movies,
623, THROUGH,Don't pass through the tunnel,
624, THUNDER, Thunder is a violent storm with very strong winds,
625, THURSDAY,I went to my friend's house last Thursday,
626, TIGHT,This t,
627, TISSUES , I have some tissues on my table,
628, TOGETHER,We often go to school together,
629, TOILET,There is a white toilet in the bathroom, 
630, TOMATOES , Tomatoes are red and delicious, 
631, TOWARD,He walked toward her and asked to talk to her, 
632, TRADITIONAL , Rice and beans are traditional in Brazil, 
633, TRAIN , Let's travel around Italy by train, 
634, TRASH,Throw this paper in the trash can, please, 
635, TRIATHLON,In a triathlon, people swim 4 kilometers, 
636, TUESDAY,I'm having a test next Tuesday, 
637, TURKISH , Ankara is the Turkish Capital, 
638, TWELVE,My room is number twelve, 
639, TWICE , You go to English classes twice a week, 
640, UMBRELLA,You should take your umbrella, it's raining, 
641, UNCLE,Last year we visited my uncle in Porto Alegre, 
642, UNDERLINE,Underline the verbs in the text, 
643, UNDERSTAND , I don`t understand why she left so early, 
644, UNDERSTOOD,I understood everything he asked, but I didn't know how to answer his questions, 
645, UNEMPLOYED,The government needs to create more jobs for the unemployed, 
646, UNFORTUNATELY,Unfortunately, they arrived late and missed the train, 
647, UNFRIENDLY , People say that British are unfriendly, 
648, UNHEALTHY , Don't eat unhealthy food, you will be sick, 
649, UNITED , The United States flag is white, blue and red, 
650, UNLOCK,Turn the key to unlock the door, 
651, UNLUCKY,It is considered unlucky to break a mirror, 
652, UNPLEASANTLY,He said 'No' in an unpleasantly way, 
653, UNUSUAL , Kellie has an unusual hobby: beekeeping, 
654, UPSTAIRS,Do you know who lives in the apartment upstairs? ,
655, USEFUL,Learning foreign languages is really useful, 
656, USUALLY,I usually go to school at 7 o'clock, 
657, VACATION , My parents go on vacation every year, 
658, VEGETABLES , What kind of vegetables do you prefer? ,
659, VEHICLE,The engine of this vehicle is not working, 
660, VIETNAMESE , Vietnamese is a nationality, 
661, VILLAGE,I live in a small village with 450 inhabitants, 
662, VOCABULARY , Let`s go to vocabulary bank on page 140, 
663, VOICEMAIL , I wasn't at home last night, so he left a message on my voicemail, 
664, VOLLEYBALL , We play volleyball every weekend, 
665, VOLUNTEER , Jim works as a volunteer is Africa, 
666, VOWEL,How many vowels does the word 'yellow' have? ,
667, WAITRESS,We called the waitress and ordered our lunch, 
668, WARDROBE,I don't have many clothes in my wardrobe,
669, WEARING,Are you wearing a watch today? ,
670, WEATHER , The weather is getting bad 
671, WEDNESDAY , Wednesday is the day between Tuesday and Thursday,
672, WEEKEND , Saturday and Sunday are days of the weekend,
673, WELCOME , Welcome to my house! ,
674, WENT,They went to Australia last year, 
675, WATCHING , Sam likes playing tennis, but he doesn't like watching it on TV, 
676, WHEELCHAIR,People who can't walk need a wheelchair, 
677, WEIRD,I had a weird dream last night, 
678, WHERE , Where is your family from? ,
679, WHICH , Which is better exercise'swimming or playing tennis? ,
680, WHISTLE,People in the stadium whistle and cheer when their teams enter in the field, 
681, WIFE,He had dinner with his wife, Amanda, 
682, WILDLIFE,Australia is famous for its wildlife, 
683, WINDOW, Look through the window, it's raining outside, 
684, WINDSURFING,Mary's favorite sport is windsurfing, 
685, WINNER , She's the winner of a trip to Paris, 
686, WISE , It was a wise decision! ,
687, WISH , I wish you were here, 
688, WITHOUT, I can't live without money,
689, WOOL,I have rug that is made from sheep's wool,
690, WORRIED , My father has a problem 
691, WORTH , I don't think it's worth making problems at work,
692, WRESTLING,Wrestling is a very popular sport in American school,
693, WRITTEN , This article was originally written in five short paragraphs,
694, YACHT,My father goes sailing in his yacht, 
695, YEAST , I need to buy some yeast to make a chocolate cake later, 
696, YELLOW , The skirt is yellow, 
697, YESTERDAY,I didn't go to school yesterday, 
698, YOGURT, I have yogurt with cereal, 
699, ZEBRA,A zebra is black and white, 
700, ZIPPER,She had a black zipper back in her hand, 
